layer,name,value,unit,source,page_or_url,status,rationale,source_line,source_sha256
phase2,terminal_heading_tolerance_rad,0.02,rad,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,terminal_yaw_rate_tolerance_radps,0.02,rad/s,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,sync_time_tolerance_s,1e-09,s,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,sync_acceleration_tolerance_mps2,1e-06,m/s^2,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,force_comparison_tolerance_N,1e-07,N,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,rate_comparison_tolerance,1e-08,per-field SI,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase2,lateral_acceleration_comparison_tolerance_mps2,1e-06,m/s^2,This study phase 2 implementation,docs/phase2_model.md,predeclared_acceptance_threshold,"Extracted unchanged from the first phase2 bench/audit implementation; numerical or engineering verification tolerance, not a paper parameter.",,
phase3,sensor_roundoff_ulps,8,ULP,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,"Snap box comparisons within 8 ULP of the largest configured range (2.274e-13 m at 200 m); numerical inclusive-boundary policy only, not measurement noise or a physical range extension.",,
phase3,memory_horizon_s,1.0,s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Only prior measured observations in the last second; no refresh outside range; reentry gets a new local track.,,
phase3,probe_target_speed_mps,20.0,m/s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,probe_speed_gain_per_s,0.4,1/s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,probe_gap_gain_per_s2,0.2,1/s^2,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,probe_relative_speed_gain_per_s,0.6,1/s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,probe_standstill_gap_m,2.0,m,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,probe_headway_s,1.0,s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,phase3_seed,20260911,seed,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,phase3_duration_s,4.0,s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,phase3_crossing_duration_s,6.0,s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
phase3,phase3_drift_duration_s,2.0,s,This study phase 3 implementation,docs/phase3_implementation_plan.md; docs/phase3_model.md,supplementary_development_setting,Explicit small-case information-isolation bench setting; not a calibrated NOA or paper parameter.,,
kinematic,motion_model,"""kinematic_bicycle""",model,User instruction 2026-09-11,docs/kinematic_motion.md,user_authorized_simplification,"Use reasonable continuous geometric motion rather than a tire-force vehicle dynamics model; no mass, inertia or tire stiffness required.",,
kinematic,lane_change_reference,"""two_quadratic_bezier_segments_C1""",curve,User instruction 2026-09-11,docs/kinematic_motion.md,user_authorized_simplification,Two quadratic segments give parallel endpoint tangents and a continuous join tangent. Curvature is discontinuous at the join; actual steering is rate limited.,,
phase4,noa_target_speed_mps,20.0,m/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Generic nominal cruise speed shared with the previous probe development baseline.,,
phase4,noa_speed_gain_per_s,0.6,1/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_response_time_s,0.3,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Fixed conservative planning response budget inherited from nominal 0.1s control plus 0.2s actuator lag. Held fixed in sampling studies so changing sampler does not also retune the policy envelope.,,
phase4,noa_gap_gain_per_s2,0.15,1/s^2,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_relative_speed_gain_per_s,0.8,1/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_standstill_gap_m,3.0,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_headway_s,1.8,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_lateral_kp_per_s2,0.6,1/s^2,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_lateral_kd_per_s,1.5,1/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_lane_change_duration_s,5.0,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Nominal finite duration for two quadratic Bezier segments; never a periodic lane-change trigger.,,
phase4,noa_prepare_duration_s,0.5,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Require persistent observed motivation and a rechecked candidate before start.,,
phase4,noa_lane_change_cooldown_s,1.0,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_min_lane_change_speed_mps,5.0,m/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Avoid initiating lateral maneuvers at near-zero kinematic speed.,,
phase4,noa_overtake_speed_deficit_mps,2.0,m/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_overtake_horizon_s,10.0,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Only consider a slower lead within this nominal closing horizon plus following gap.,,
phase4,noa_merge_lookahead_s,8.0,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Time-scaled local physical lane-end trigger, no global coordinate threshold.",,
phase4,noa_prediction_dt_s,0.1,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Maximum candidate command/prediction slice; each slice integrates the unchanged kinematic model at <= its existing max dynamics dt and uses conservative swept geometry.,,
phase4,noa_prediction_settle_s,0.5,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Include tracking settling after nominal reference end.,,
phase4,noa_body_margin_m,0.15,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Geometric margin, not measurement noise; applied to both ego and predicted neighbor occupancy.",,
phase4,noa_prediction_lateral_accel_bound_mps2,0.0,m/s^2,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Explicit limited prediction assumption: observed inertial lateral velocity remains constant. Longitudinal reachable range uses full inherited hard acceleration bounds and speed clipping. New unseen future lateral intent is not guaranteed safe.,,
phase4,noa_completion_lateral_error_m,0.15,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_completion_heading_rad,0.03,rad,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Explicit generic controller development value, not branded NOA or a calibrated paper parameter. Hard, comfort, jerk, vehicle and sensing limits remain inherited without override.",,
phase4,noa_geometry_tolerance_m,1e-07,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Numerical geometry tolerance only.,,
phase4,noa_emergency_ttc_s,2.0,s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Closing-time emergency trigger used together with jerk-aware braking-gap feasibility.,,
phase4,noa_stop_release_speed_mps,0.1,m/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Small positive deadband for stopped-lead holding, not a forced velocity snap.",,
phase4,noa_stop_capture_speed_mps,3.0,m/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Begin terminal stopping early enough to taper actual acceleration before reaching zero speed; local stationary lead/end only, no global time trigger.",,
phase4,noa_stop_speed_gain_per_s,1.0,1/s,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Terminal speed feedback. Together with the inherited 0.2s actuator lag this yields overdamped low-speed decay; verified in original fixed-duration cases.,,
phase4,noa_stop_terminal_braking_mps2,0.005,m/s^2,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,Finite weak terminal tail for actual integrated stop/hold. Actual jerk still audited at 0.01s and refined 0.005s; no state reset or replacement of actual jerk.,,
phase4,noa_stop_position_reserve_m,3.0,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Place comfortable stopping target 3m upstream of the hard lane-end stopping screen, leaving terminal tracking error room. Development reserve equal to nominal standstill gap, not a global coordinate trigger or a relaxed hard boundary.",,
phase4,noa_stop_capture_gap_m,12.0,m,This study stage 4 pure local NOA baseline,docs/phase4_controller_notes.md; docs/phase4_implementation_plan.md,supplementary_development_setting_unvalidated,"Base terminal stopping region, enlarged by headway times capture speed (total 17.4m). Fixed spatial region avoids releasing as speed falls; release remains based on current visible lead motion or geometry.",,
phase4_experiments,sumo_external_min_gap_m,0.0,m,SUMO native external-carrier platform setting; this study initialization probe,https://sumo.dlr.de/docs/Simulation/Safety.html; results/phase4/continuation/bootstrap/direct_place_results.json,declared_development_protocol,"The prescribed dense queue has positive 2m body gaps. Native minGap=2.5 blocks insertion or reports a car-following gap violation despite no body overlap. Explicit zero applies only to the SUMO carrier; physical collisions remain enabled and tested. NOA margins, following gaps and independent geometry thresholds are unchanged.",,
phase4_experiments,phase4_seed,20260911,seed,This study phase4 development protocol,docs/phase4_implementation_plan.md,declared_development_protocol,Predeclared small cases and audit settings; no traffic benefit claim or parameter fit.,,
phase4_experiments,phase4_isolation_stride,10,control intervals,This study phase4 development protocol,docs/phase4_implementation_plan.md,declared_development_protocol,Sample counterfactual decisions every ten control intervals and at final interval; sensor histories rebuilt at every interval.,,
phase4_experiments,phase4_tracking_max_m,0.5,m,This study phase4 development protocol,docs/phase4_implementation_plan.md,declared_development_protocol,Research spec section8 initial engineering maximum; also report stricter phase3 0.35m benchmark separately.,,
phase4_experiments,phase4_tracking_p95_m,0.3,m,This study phase4 development protocol,docs/phase4_implementation_plan.md,declared_development_protocol,Research spec section8 initial engineering P95 threshold.,,
phase4_experiments,phase4_numeric_slack,1e-06,numerical tolerance,This study phase4 development protocol,docs/phase4_implementation_plan.md,declared_development_protocol,Small float allowance for physical bounds and comfort comparisons; not a measurement uncertainty.,,
phase5,formation_d_ref_m,15.0,m,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Adjacent-lane phase offset; same-lane target reference spacing is exactly twice this value, 30m.",,
phase5,formation_kp_per_s2,0.08,1/s^2,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_kv_per_s,0.4,1/s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_accel_limit_mps2,0.5,m/s^2,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_fade_s,1.0,s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_reference_stable_s,1.0,s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_max_relative_speed_mps,3.0,m/s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_max_lateral_speed_mps,0.2,m/s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Declared development hypothesis. Inherit all phase4 hard, comfort, prediction, sensing and actuator bounds unchanged; no hidden types, shared schedule or global slots.",,
phase5,formation_lane_change_cooldown_s,5.0,s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,Formation activation cooldown after own NOA lane change; phase4 maneuver policy stays unchanged.,,
phase5,formation_position_tolerance_m,2.0,m,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,"Local-state label and conflict normalization, not independent group detection.",,
phase5,formation_maintaining_speed_tolerance_mps,1.0,m/s,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,Own state label only; never substitutes for offline formation detection.,,
phase5,formation_switch_cost,1.0,1,This study stage 5 local longitudinal R1-R5 increment,docs/phase5_implementation_plan.md; docs/phase5_controller_unit.md,supplementary_development_setting_unvalidated,Dimensionless holding preference in geometric/relative-speed/residual score; no label rank.,,
phase5_experiments,phase5_target_speed_mps,5.0,m/s,This study stage5 predeclared cases,docs/phase5_implementation_plan.md; experiments/phase5_cases.py,frozen_development_setting_unvalidated,Both switches use the same target; phase4 default remains20. CTH at20 incompatible with30m center spacing.,,
phase5_experiments,phase5_isolation_stride,10,control intervals,This study stage5 predeclared cases,docs/phase5_implementation_plan.md; experiments/phase5_cases.py,frozen_development_setting_unvalidated,"Reconstruct sensor histories every frame, sample same-own-memory counterfactual decisions every10 and final frame.",,
phase5_experiments,phase5_random_seeds,"[5101, 5102, 5201, 5202, 5301, 5302]",seed,This study stage5 predeclared cases,docs/phase5_implementation_plan.md; experiments/phase5_cases.py,frozen_development_setting_unvalidated,"Two fixed seeds per3/6/12 vehicles, all retained.",,
phase5_experiments,phase5_random_duration_s,45.0,s,This study stage5 predeclared cases,docs/phase5_implementation_plan.md; experiments/phase5_cases.py,frozen_development_setting_unvalidated,Paired on/off low-speed development only; no safety limit changes or successful-seed selection.,,
phase5_experiments,phase5_min_initial_same_lane_center_gap_m,30.0,m,This study stage5 predeclared cases,docs/phase5_implementation_plan.md; experiments/phase5_cases.py,frozen_development_setting_unvalidated,Continuous rejection sampling initial spacing only; no global lattice.,,
source_snapshot,CAV_ICV.length,4.0,m,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.accel,5.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.decel,10.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.emergencyDecel,30.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Source value only; do not adopt 30 m/s^2 as validated physical braking.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.tau,0.2,s,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,SUMO desired following headway; not sensor latency or human reaction time.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.minGap,1.5,m,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.delta,4.0,dimensionless,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,IDM acceleration exponent; not steering angle.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.stepping,0.1,s,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.carFollowModel,"""IDM""",category,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_ICV.guiShape,"""passenger""",category,D:/matlab_huipu_2000/New_Vehicle_frc.m,10,source_explicit_modified,"Visual class, not vehicle brand or dimensions.",10,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.length,4.0,m,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.accel,3.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.decel,10.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.emergencyDecel,30.0,m/s^2,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Source value only; do not adopt 30 m/s^2 as validated physical braking.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.tau,0.65,s,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,SUMO desired following headway; not sensor latency or human reaction time.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.minGap,2.0,m,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.delta,4.0,dimensionless,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,IDM acceleration exponent; not steering angle.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.stepping,0.1,s,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.carFollowModel,"""IDM""",category,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,Explicit vType attribute; runtime commands may alter effective behavior.,12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,CAV_HDV.guiShape,"""passenger""",category,D:/matlab_huipu_2000/New_Vehicle_frc.m,12,source_explicit_modified,"Visual class, not vehicle brand or dimensions.",12,e4329f4df810d7a697d7c8085d0b391aea7453537e1336a1184eb212fc6e1a4e
source_snapshot,simulation_step,0.1,s,D:/matlab_huipu_2000/mainmain.m,71,source_explicit_modified,Source simulation and planning-output sample interval.,71,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,source_horizon,600,s,D:/matlab_huipu_2000/mainmain.m,152,source_explicit_modified,"Fixed cutoff, not a demonstrated warmup or drain protocol.",152,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,X1,0,m,D:/matlab_huipu_2000/mainmain.m,95,source_explicit_modified,Entrance coordinate.,95,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,X2,1000,m,D:/matlab_huipu_2000/mainmain.m,96,source_explicit_modified,Bottleneck reference coordinate.,96,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,X3,1200,m,D:/matlab_huipu_2000/mainmain.m,97,source_explicit_modified,Exit reference coordinate.,97,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,vF,28.8,m/s,D:/matlab_huipu_2000/mainmain.m,98,source_explicit_modified,Agrees with Cai 2024 Table I.,98,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,T,5,s,D:/matlab_huipu_2000/mainmain.m,99,source_explicit_modified,"Formation switching cycle, not numerical integration step.",99,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,planning_lane_width,3.3,m,D:/matlab_huipu_2000/mainmain.m,100,source_explicit_modified,Also agrees with adjacent lane center spacing of stored net. Write explicit width in new net.,100,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
source_snapshot,formation_gap_reference,15,m,D:/matlab_huipu_2000/formationControl.m,7,source_explicit_modified,"Reference-point grid spacing, not bumper clearance.",7,deb43b436f5b48747c50370491cecfeac6cd9a82f88cf87a60f693cb4e8069e8
source_snapshot,optimizer_a_min,-10,m/s^2,D:/matlab_huipu_2000/singleVehicleCalculate.m,63,source_explicit_modified,Longitudinal optimizer lower bound.,63,bca76f19b7e8b484bac46e3edfe72258a1d81efa1a2ade08e20799c5e9c6ef50
source_snapshot,optimizer_a_max,5,m/s^2,D:/matlab_huipu_2000/singleVehicleCalculate.m,64,source_explicit_modified,Longitudinal optimizer upper bound.,64,bca76f19b7e8b484bac46e3edfe72258a1d81efa1a2ade08e20799c5e9c6ef50
source_snapshot,optimizer_v_min,0,m/s,D:/matlab_huipu_2000/singleVehicleCalculate.m,65,source_explicit_modified,Optimizer bound.,65,bca76f19b7e8b484bac46e3edfe72258a1d81efa1a2ade08e20799c5e9c6ef50
source_snapshot,optimizer_v_max,33.33,m/s,D:/matlab_huipu_2000/singleVehicleCalculate.m,66,source_explicit_modified,Paper says 33.3. Keep both source and paper values distinct.,66,bca76f19b7e8b484bac46e3edfe72258a1d81efa1a2ade08e20799c5e9c6ef50
source_snapshot,group_head_distance_threshold,50,m,D:/matlab_huipu_2000/mainmain.m,539,source_explicit_modified,OR with preceding-vehicle threshold; grouping uses global positions and hidden types.,539,9cea997d1df84aa6ad3d6b971b8232296f7043fd3e6d93460547909877857ef0
